Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm),,,States,Concentration,Pesticide Data Table in 2018,,,
CA1801160540RANY1,RA,B10,Hexythiazox,A,0.021,0.0018,M,LU,,,,O,805,64,1,,,CA,0.021,,,,
CA1801160540RANY1,RA,AGW,Chlorantraniliprole,I,0.02,0.0015,M,LU,,,E,O,805,52,5,,,CA,0.02,,,,
CA1801160540RANY1,RA,967,Imidacloprid,A,0.018,0.001,M,LU,,,,O,805,64,1.5,,,CA,0.018,,,,
CA1801160540RANY1,RA,B72,Tetraconazole,L,0.015,0.001,M,LU,,,,O,805,52,0.2,,,CA,0.015,,,,
CA1801160553RANY1P,RA,B79,Trifloxystrobin,F,0.0017,0.001,M,LU,,Q,,O,805,52,5,,,CA,0.0017,,,,
CA1801160553RANY1P,RA,B72,Tetraconazole,L,0.0017,0.001,M,LU,,Q,,O,805,52,0.2,,,CA,0.0017,,,,
CA1801160553RANY1P,RA,B61,Pyraclostrobin,F,0.0017,0.001,M,LU,,Q,,O,805,64,7,,,CA,0.0017,,,,
CA1801160553RANY1P,RA,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,0.2,,,CA,0.0017,,,,
CA1801160553RANY1P,RA,B57,Quinoxyfen,I,0.0049,0.0012,M,GT,,,,O,805,35,2,,,CA,0.0049,,,,
CA1801160553RANY1P,RA,70,Piperonyl butoxide,I,0.0025,0.0015,M,GT,,Q,,O,805,35,10,,,CA,0.0025,,,,
CA1801160553RANY1P,RA,58,MGK-264,F,0.0025,0.0015,M,GT,,Q,,O,805,35,5,,,CA,0.0025,,,,
CA1801160553RANY1P,RA,AGW,Chlorantraniliprole,I,0.011,0.0015,M,LU,,,E,O,805,52,5,,,CA,0.011,,,,
CA1801160553RANY1P,RA,B42,Kresoxim-methyl,I,0.0097,0.0015,M,GT,,,,O,805,35,1.5,,,CA,0.0097,,,,
CA1801160553RANY1P,RA,AHS,Flubendiamide,I,0.009,0.001,M,LU,,,,O,805,64,1.4,,,CA,0.009,,,,
CA1801160553RANY1P,RA,B75,Boscalid,A,0.0063,0.001,M,GT,,,,O,805,35,8.5,,,CA,0.0063,,,,
CA1801160553RANY1P,RA,967,Imidacloprid,A,0.025,0.001,M,LU,,,,O,805,64,1.5,,,CA,0.025,,,,
CA1801160553RANY1P,RA,AFS,Fenpyroximate,F,0.015,0.003,M,LU,,,,O,805,52,1,,,CA,0.015,,,,
CA1801160553RANY1P,RA,A58,Tebuconazole,L,0.015,0.001,M,LU,,,,O,805,52,5,,,CA,0.015,,,,
CA1801160553RANY1P,RA,AES,Methoxyfenozide,I,0.013,0.001,M,LU,,,,O,805,52,1.5,,,CA,0.013,,,,
CA1801160553RANY1P,RA,AFM,Flutriafol,L,0.1,0.001,M,LU,,,,O,805,64,2.4,,,CA,0.1,,,,
CA1801160553RANY1P,RA,AHM,Spirotetramat,I,0.037,0.0015,M,LU,,,,O,805,52,3,,,CA,0.037,,,,
CA1801160561RANY1P,RA,808,Fenpropathrin,O,0.0037,0.0022,M,GT,,Q,,O,805,35,10,,,CA,0.0037,,,,
CA1801160561RANY1P,RA,AES,Methoxyfenozide,I,0.0059,0.001,M,LU,,,,O,805,52,1.5,,,CA,0.0059,,,,
CA1801160626RANY1,RA,AES,Methoxyfenozide,I,0.0058,0.001,M,LU,,,,O,805,52,1.5,,,CA,0.0058,,,,
CA1801160626RANY1,RA,AFS,Fenpyroximate,F,0.041,0.003,M,LU,,,,O,805,52,1,,,CA,0.041,,,,
CA1801160626RANY1,RA,B75,Boscalid,A,0.0017,0.001,M,GT,,Q,,O,805,35,8.5,,,CA,0.0017,,,,
CA1801160626RANY1,RA,AFM,Flutriafol,L,0.0017,0.001,M,LU,,Q,,O,805,64,2.4,,,CA,0.0017,,,,
CA1801160626RANY1,RA,930,Bifenthrin,O,0.0035,0.001,M,GT,,,,O,805,35,0.2,,,CA,0.0035,,,,
CA1801080004OLCA1P,OL,808,Fenpropathrin,O,0.004,0.0012,M,GT,,,,O,805,35,5,,,CA,0.004,,,,
CA1801080513OLCA1,OL,808,Fenpropathrin,O,0.014,0.0012,M,GT,,,,O,805,35,5,,,CA,0.014,,,,
CA1801080602OLCA1P,OL,B52,Buprofezin,F,0.0014,0.0012,M,LU,,,,O,805,52,3.5,,,CA,0.0014,,,,
CA1801080616OLCA1P,OL,736,Fluridone,A,0.0014,0.0012,M,LU,,V,,O,805,52,NT,,,CA,0.0014,,,,
CA1801080630OLCA1,OL,B52,Buprofezin,F,0.034,0.0012,M,LU,,,,O,805,52,3.5,,,CA,0.034,,,,
CA1801160004PDWA1P,PD,B48,Azoxystrobin,F,0.0046,0.0015,M,LU,,,,O,805,64,2,,,CA,0.0046,,,,
CA1801160146PDWA1U,PD,125,Diphenylamine (DPA),F,0.0025,0.002,M,GT,,V,,O,805,35,NT,,,CA,0.0025,,,,
CA1801160146PDWA1V,PD,967,Imidacloprid,A,0.005,0.0033,M,LU,,,,O,805,64,3,,,CA,0.005,,,,
CA1801160561PDWA1P,PD,B48,Azoxystrobin,F,0.0063,0.0015,M,LU,,,,O,805,64,2,,,CA,0.0063,,,,
CA1801160004RANY1P,RA,AHM,Spirotetramat,I,0.026,0.0015,M,LU,,,,O,805,52,3,,,CA,0.026,,,,
CA1801160146RANY1U,RA,AHS,Flubendiamide,I,0.024,0.001,M,LU,,,,O,805,64,1.4,,,CA,0.024,,,,
CA1801160146RANY1V,RA,B75,Boscalid,A,0.05,0.001,M,GT,,,,O,805,35,8.5,,,CA,0.05,,,,
CA1801160149RANY1P,RA,B75,Boscalid,A,0.026,0.001,M,GT,,,,O,805,35,8.5,,,CA,0.026,,,,
CA1801160273RANY1P,RA,B75,Boscalid,A,0.0017,0.001,M,GT,,Q,,O,805,35,8.5,,,CA,0.0017,,,,
CA1801160404RANY1P,RA,AKG,Fluopyram,A,0.0017,0.001,M,LU,,Q,,O,805,64,3,,,CA,0.0017,,,,
CA1801160521RANY1,RA,AES,Methoxyfenozide,I,0.042,0.001,M,LU,,,,O,805,52,1.5,,,CA,0.042,,,,
CA1801160533RANY1,RA,967,Imidacloprid,A,0.21,0.001,M,LU,,,,O,805,64,1.5,,,CA,0.21,,,,
CA1801160540RANY1,RA,B75,Boscalid,A,0.083,0.001,M,GT,,,,O,805,35,8.5,,,CA,0.083,,,,
CA1801160553RANY1P,RA,679,Myclobutanil,L,0.0017,0.001,M,LU,,Q,,O,805,52,10,,,CA,0.0017,,,,
CA1801160561RANY1P,RA,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,0.2,,,CA,0.0017,,,,
CA1801160626RANY1,RA,967,Imidacloprid,A,0.016,0.001,M,LU,,,,O,805,64,1.5,,,CA,0.016,,,,
CA1801220082SNOH1,SN,B48,Azoxystrobin,F,0.0122,0.002,M,LU,,,,O,805,52,3,,,CA,0.0122,,,,
CA1801220472SWMI1,SW,70,Piperonyl butoxide,I,0.04,0.015,M,GT,,,,O,805,35,0.25,,,CA,0.04,,,,
CA1801160146WFCA1U,WF,70,Piperonyl butoxide,I,0.15,0.0025,M,GT,,,,O,805,35,20,,,CA,0.15,,,,
CA1801160540WFCA1,WF,70,Piperonyl butoxide,I,0.21,0.0025,M,GT,,,,O,805,35,20,,,CA,0.21,,,,
CA1801160553WFCA1P,WF,235,Chlorpyrifos methyl,C,0.0093,0.0012,M,GT,,,,O,805,35,6,,,CA,0.0093,,,,
CA1801160146WFCA1U,WF,612,Deltamethrin  (includes parent Tralomethrin),O,0.0076,0.0012,M,GT,,,,O,805,35,1,,,CA,0.0076,,,,
CA1801160149WFCA1P,WF,612,Deltamethrin  (includes parent Tralomethrin),O,0.0062,0.0012,M,GT,,,,O,805,35,1,,,CA,0.0062,,,,
CA1801160521WFCA1,WF,235,Chlorpyrifos methyl,C,0.0019,0.0012,M,GT,,,,O,805,35,6,,,CA,0.0019,,,,
CA1801160540WFCA1,WF,612,Deltamethrin  (includes parent Tralomethrin),O,0.011,0.0012,M,GT,,,,O,805,35,1,,,CA,0.011,,,,
CA1801160549WFCA1,WF,235,Chlorpyrifos methyl,C,0.0029,0.0012,M,GT,,,,O,805,35,6,,,CA,0.0029,,,,
CA1801160553WFCA1P,WF,612,Deltamethrin  (includes parent Tralomethrin),O,0.0039,0.0012,M,GT,,,,O,805,35,1,,,CA,0.0039,,,,
CA1801230549WFCA1,WF,235,Chlorpyrifos methyl,C,0.0015,0.0012,M,GT,,,,O,805,35,6,,,CA,0.0015,,,,
CA1801160553PDWA1P,PD,666,Carbendazim (MBC),B,0.0016,0.001,M,LU,,,,O,805,64,0.5,,,CA,0.0016,,,,
CA1801080630CCNY1,CC,B80,Acetamiprid,A,0.0031,0.001,M,LU,,,,O,805,52,1.2,,,CA,0.0031,,,,
CA1801080630CCNY1,CC,666,Carbendazim (MBC),B,0.015,0.001,M,LU,,,,O,805,64,3,,,CA,0.015,,,,
CA1801080630CCNY1,CC,160,Chlorpyrifos,C,0.0017,0.001,M,GT,,Q,,O,805,35,0.1,,,CA,0.0017,,,,
CA1801030010MACA1B,MA,157,Thiabendazole,B,0.0061,0.0012,M,LU,,,,O,805,52,10,,,CA,0.0061,,,,
CA1801030060MACA1,MA,160,Chlorpyrifos,C,0.0026,0.0025,M,LU,,,,O,805,52,0.1,,,CA,0.0026,,,,
CA1801030060MACA1,MA,157,Thiabendazole,B,0.26,0.0012,M,LU,,,,O,805,52,10,,,CA,0.26,,,,
CA1801030060MACA1,MA,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.0043,0.0025,M,GT,,,,O,805,35,0.01,,,CA,0.0043,,,,
CA1801030485MACA1,MA,157,Thiabendazole,B,0.16,0.0012,M,LU,,,,O,805,52,10,,,CA,0.16,,,,
CA1801030530MACA1,MA,967,Imidacloprid,A,0.0027,0.0025,M,LU,,,,O,805,52,1,,,CA,0.0027,,,,
CA1801080513MACA1,MA,157,Thiabendazole,B,0.22,0.0012,M,LU,,,,O,805,52,10,,,CA,0.22,,,,
CA1801030010MACA1B,MA,A58,Tebuconazole,L,0.0035,0.0025,M,GT,,,,O,805,35,0.15,,,CA,0.0035,,,,
CA1801030060MACA1,MA,52,Malathion,C,0.0035,0.0025,M,LU,,,,O,805,52,8,,,CA,0.0035,,,,
CA1801030156MACA1,MA,157,Thiabendazole,B,0.012,0.0012,M,LU,,,,O,805,52,10,,,CA,0.012,,,,
CA1801030309MACA1P,MA,157,Thiabendazole,B,0.17,0.0012,M,LU,,,,O,805,52,10,,,CA,0.17,,,,
CA1801030485MACA1,MA,B28,5-Hydroxythiabendazole,B,0.0015,0.0012,M,LU,,,,O,805,52,10,,,CA,0.0015,,,,
CA1801030486MACA1,MA,157,Thiabendazole,B,0.038,0.0012,M,LU,,,,O,805,52,10,,,CA,0.038,,,,
CA1801030530MACA1,MA,157,Thiabendazole,B,0.004,0.0012,M,LU,,,,O,805,52,10,,,CA,0.004,,,,
CA1801030539MACA1,MA,157,Thiabendazole,B,0.19,0.0012,M,LU,,,,O,805,52,10,,,CA,0.19,,,,
CA1801030625MACA1P,MA,157,Thiabendazole,B,0.077,0.0012,M,LU,,,,O,805,52,10,,,CA,0.077,,,,
CA1801080513MACA1,MA,B28,5-Hydroxythiabendazole,B,0.0013,0.0012,M,LU,,,,O,805,52,10,,,CA,0.0013,,,,
CA1801220146SNOH1B,SN,B75,Boscalid,A,0.0166,0.01,M,LU,,Q,,O,805,52,5,,,CA,0.0166,,,,
CA1801220373SNOH1,SN,666,Carbendazim (MBC),B,0.025,0.015,M,LU,,QV,,O,805,52,NT,,,CA,0.025,,,,
CA1801220146SNOH1B,SN,597,Cypermethrin,O,0.0744,0.012,M,GT,,,,O,805,35,0.5,,,CA,0.0744,,,,
CA1801220146SNOH1B,SN,A58,Tebuconazole,L,0.0083,0.005,M,LU,,QV,,O,805,52,NT,,,CA,0.0083,,,,
CA1801220146SNOH1B,SN,171,Dimethoate,C,0.025,0.015,M,LU,,Q,,O,805,52,2,,,CA,0.025,,,,
CA1801220146SNOH1B,SN,B61,Pyraclostrobin,F,0.0184,0.002,M,LU,,,,O,805,52,0.5,,,CA,0.0184,,,,
CA1801220373SNOH1,SN,A58,Tebuconazole,L,0.0699,0.005,M,LU,,V,,O,805,52,NT,,,CA,0.0699,,,,
CA1801020150GKOH1B,GK,134,DCPA,A,0.6925,0.001,M,GT,,,,O,805,35,5,,,CA,0.6925,,,,
CA1801020150GKOH1B,GK,910,"DDE p,p'",A,0.0017,0.001,M,GT,,Q,,O,805,35,0.5 AL,,,CA,0.0017,,,,
CA1801020150GKOH1B,GK,B48,Azoxystrobin,F,0.0033,0.002,M,LU,,Q,,O,805,52,25,,,CA,0.0033,,,,
CA1801020150GKOH1B,GK,AKC,Ametoctradin,F,0.0033,0.002,M,LU,,Q,,O,805,52,50,,,CA,0.0033,,,,
CA1801020151GKOH1P,GK,134,DCPA,A,0.0734,0.001,M,GT,,,,O,805,35,5,,,CA,0.0734,,,,
CA1801020600GKOH1P,GK,134,DCPA,A,0.1206,0.001,M,GT,,,,O,805,35,5,,,CA,0.1206,,,,
CA1801020600GKOH1P,GK,AKD,Penthiopyrad,A,2.8304,0.002,M,LU,,,,O,805,52,50,,,CA,2.8304,,,,
CA1801020600GKOH1P,GK,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,3.5,,,CA,0.0017,,,,
CA1801020600GKOH1P,GK,230,Pendimethalin,F,0.0156,0.003,M,GT,,,,O,805,35,0.2,,,CA,0.0156,,,,
CA1801020600GKOH1P,GK,AHM,Spirotetramat,I,0.0509,0.005,M,LU,,,,O,805,52,8,,,CA,0.0509,,,,
CA1801020600GKOH1P,GK,B43,Thiamethoxam,A,0.05,0.03,M,LU,,Q,,O,805,52,3,,,CA,0.05,,,,
CA1801020600GKOH1P,GK,597,Cypermethrin,O,0.0415,0.012,M,GT,,,,O,805,35,14,,,CA,0.0415,,,,
CA1801020600GKOH1P,GK,B80,Acetamiprid,A,0.0359,0.01,M,LU,,,,O,805,52,15,,,CA,0.0359,,,,
CA1801020600GKOH1P,GK,AFO,Dinotefuran,A,0.4964,0.05,M,LU,,,,O,805,52,15,,,CA,0.4964,,,,
CA1801020600GKOH1P,GK,B48,Azoxystrobin,F,0.1533,0.002,M,LU,,,,O,805,52,25,,,CA,0.1533,,,,
CA1801030274GOFL1,GO,B77,Dimethomorph,W,0.078,0.01,M,LU,,,,O,805,52,15,,,CA,0.078,,,,
CA1801030309GOFL1P,GO,597,Cypermethrin,O,0.024,0.01,M,GT,,,,O,805,35,6,,,CA,0.024,,,,
CA1801030309GOFL1P,GO,134,DCPA,A,0.017,0.005,M,GT,,,,O,805,35,1,,,CA,0.017,,,,
CA1801030309GOFL1P,GO,AGX,Mandipropamid,N,0.014,0.005,M,LU,,,,O,805,52,4,,,CA,0.014,,,,
CA1801030406GOFL1P,GO,B48,Azoxystrobin,F,0.027,0.002,M,LU,,,,O,805,52,7.5,,,CA,0.027,,,,
CA1801030431GOFL1,GO,930,Bifenthrin,O,0.053,0.005,M,GT,,,,O,805,35,0.05,,,CA,0.053,,,,
CA1801030485GOFL1,GO,B75,Boscalid,A,0.11,0.01,M,LU,,,,O,805,52,5,,,CA,0.11,,,,
CA1801030485GOFL1,GO,B61,Pyraclostrobin,F,0.041,0.0025,M,LU,,,,O,805,52,0.9,,,CA,0.041,,,,
CA1801030485GOFL1,GO,B48,Azoxystrobin,F,0.46,0.002,M,LU,,,,O,805,52,7.5,,,CA,0.46,,,,
CA1801030486GOFL1,GO,597,Cypermethrin,O,0.079,0.01,M,GT,,,,O,805,35,6,,,CA,0.079,,,,
CA1801030486GOFL1,GO,B48,Azoxystrobin,F,0.14,0.002,M,LU,,,,O,805,52,7.5,,,CA,0.14,,,,
CA1801030486GOFL1,GO,A30,Fenbuconazole,L,0.011,0.005,M,LU,,V,,O,805,52,NT,,,CA,0.011,,,,
CA1801030539GOFL1,GO,607,Metalaxyl/Mefenoxam,F,0.07,0.005,M,GT,,,,O,805,35,10,,,CA,0.07,,,,
CA1801030539GOFL1,GO,134,DCPA,A,0.044,0.005,M,GT,,,,O,805,35,1,,,CA,0.044,,,,
CA1801030539GOFL1,GO,AGX,Mandipropamid,N,0.013,0.005,M,LU,,,,O,805,52,4,,,CA,0.013,,,,
CA1801030550GOFL1,GO,597,Cypermethrin,O,0.056,0.01,M,GT,,,,O,805,35,6,,,CA,0.056,,,,
CA1801030550GOFL1,GO,AGX,Mandipropamid,N,0.051,0.005,M,LU,,,,O,805,52,4,,,CA,0.051,,,,
CA1801030550GOFL1,GO,607,Metalaxyl/Mefenoxam,F,0.038,0.005,M,GT,,,,O,805,35,10,,,CA,0.038,,,,
CA1801020150GKOH1B,GK,B77,Dimethomorph,W,0.05,0.03,M,LU,,Q,,O,805,52,30,,,CA,0.05,,,,
CA1801020151GKOH1P,GK,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,3.5,,,CA,0.0017,,,,
CA1801020600GKOH1P,GK,B61,Pyraclostrobin,F,0.121,0.002,M,LU,,,,O,805,52,16,,,CA,0.121,,,,
CA1801030060GOFL1,GO,134,DCPA,A,0.024,0.005,M,GT,,,,O,805,35,1,,,CA,0.024,,,,
CA1801030274GOFL1,GO,B48,Azoxystrobin,F,0.038,0.002,M,LU,,,,O,805,52,7.5,,,CA,0.038,,,,
CA1801030309GOFL1P,GO,607,Metalaxyl/Mefenoxam,F,0.025,0.005,M,GT,,,,O,805,35,10,,,CA,0.025,,,,
CA1801030406GOFL1P,GO,B77,Dimethomorph,W,0.076,0.01,M,LU,,,,O,805,52,15,,,CA,0.076,,,,
CA1801030431GOFL1,GO,B48,Azoxystrobin,F,0.021,0.002,M,LU,,,,O,805,52,7.5,,,CA,0.021,,,,
CA1801030485GOFL1,GO,AKD,Penthiopyrad,A,0.24,0.01,M,LU,,,,O,805,52,3,,,CA,0.24,,,,
CA1801030486GOFL1,GO,134,DCPA,A,0.02,0.005,M,GT,,,,O,805,35,1,,,CA,0.02,,,,
CA1801030530GOFL1,GO,B48,Azoxystrobin,F,0.09,0.002,M,LU,,,,O,805,52,7.5,,,CA,0.09,,,,
CA1801030534GOFL1,GO,B48,Azoxystrobin,F,0.064,0.002,M,LU,,,,O,805,52,7.5,,,CA,0.064,,,,
CA1801030539GOFL1,GO,597,Cypermethrin,O,0.024,0.01,M,GT,,,,O,805,35,6,,,CA,0.024,,,,
CA1801030550GOFL1,GO,134,DCPA,A,0.025,0.005,M,GT,,,,O,805,35,1,,,CA,0.025,,,,
CA1801030629GOFL1,GO,B48,Azoxystrobin,F,0.035,0.002,M,LU,,,,O,805,52,7.5,,,CA,0.035,,,,
CA1801220146SNOH1A,SN,AGW,Chlorantraniliprole,I,0.052,0.01,M,LU,,,,O,805,52,2,,,CA,0.052,,,,
CA1801220146SNOH1A,SN,ABB,Spinosad,I,0.0033,0.002,M,LU,,Q,,O,805,52,0.3,,,CA,0.0033,,,,
CA1801220613SNOH1A,SN,B75,Boscalid,A,0.3164,0.01,M,LU,,,,O,805,52,5,,,CA,0.3164,,,,
CA1801030406MACA1P,MA,157,Thiabendazole,B,0.029,0.0012,M,LU,,,,O,805,52,10,,,CA,0.029,,,,
CA1801020114ASWA1,AS,160,Chlorpyrifos,C,0.0077,0.005,M,GT,,,,O,805,35,5,,,CA,0.0077,,,,
CA1801030010MACA1A,MA,B23,Fludioxonil,A,0.07,0.01,M,LU,,,,O,805,52,5,,,CA,0.07,,,,
CA1801030406MACA1P,MA,B28,5-Hydroxythiabendazole,B,0.0018,0.0012,M,LU,,,,O,805,52,10,,,CA,0.0018,,,,
CA1801160484RANY1,RA,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,0.2,,,CA,0.0017,,,,
CA1801160484RANY1,RA,AES,Methoxyfenozide,I,0.0046,0.001,M,LU,,,,O,805,52,1.5,,,CA,0.0046,,,,
CA1801160484RANY1,RA,B75,Boscalid,A,0.0017,0.001,M,GT,,Q,,O,805,35,8.5,,,CA,0.0017,,,,
CA1801160521PDWA1,PD,B10,Hexythiazox,A,0.0046,0.002,M,LU,,,,O,805,64,1.3,,,CA,0.0046,,,,
CA1801160484RANY1,RA,B52,Buprofezin,F,0.0017,0.001,M,LU,,Q,,O,805,52,2.5,,,CA,0.0017,,,,
CO1801290008AZTX1,AZ,720,Norflurazon desmethyl,A,0.012,0.005,M,GT,,,P,O,805,35,0.1,,,CO,0.012,,,,
CO1801290009AZTX1,AZ,AGW,Chlorantraniliprole,I,0.0056,0.005,M,LU,,,,O,805,52,2.5,,,CO,0.0056,,,,
CO1801220012CGFL1,CG,967,Imidacloprid,A,0.01,0.01,M,LU,,,,O,805,52,3.5,,,CO,0.01,,,,
CO1801160006GKOH1,GK,AGG,Flonicamid,A,1.4879,0.05,M,LU,,,,O,805,52,16,,,CO,1.4879,,,,
CO1801160006GKOH1,GK,AGX,Mandipropamid,N,0.9541,0.005,M,LU,,,,O,805,52,25,,,CO,0.9541,,,,
CO1801160006GKOH1,GK,134,DCPA,A,0.0035,0.001,M,GT,,,,O,805,35,5,,,CO,0.0035,,,,
CO1801160006GKOH1,GK,B48,Azoxystrobin,F,0.0323,0.002,M,LU,,,,O,805,52,25,,,CO,0.0323,,,,
CO1801160006GKOH1,GK,930,Bifenthrin,O,0.0196,0.001,M,GT,,,,O,805,35,3.5,,,CO,0.0196,,,,
CO1801160006GKOH1,GK,AGY,Spinetoram,I,0.0166,0.01,M,LU,,Q,,O,805,52,10,,,CO,0.0166,,,,
CO1801160006GKOH1,GK,AES,Methoxyfenozide,I,0.0166,0.01,M,LU,,Q,,O,805,52,30,,,CO,0.0166,,,,
CO1801160006GKOH1,GK,AHM,Spirotetramat,I,0.1148,0.005,M,LU,,,,O,805,52,8,,,CO,0.1148,,,,
CO1801160006GKOH1,GK,AKC,Ametoctradin,F,8.989,0.002,M,LU,,,,O,805,52,50,,,CO,8.989,,,,
CO1801160006GKOH1,GK,B77,Dimethomorph,W,5.5155,0.03,M,LU,,,,O,805,52,30,,,CO,5.5155,,,,
CO1801160006GKOH1,GK,ADG,Indoxacarb,I,3.1669,0.003,M,LU,,,,O,805,52,12,,,CO,3.1669,,,,
CO1801080007OLCA1,OL,808,Fenpropathrin,O,0.041,0.0012,M,GT,,,,O,805,35,5,,,CO,0.041,,,,
CO1801290008RANY1,RA,B42,Kresoxim-methyl,I,0.032,0.0015,M,GT,,,,O,805,35,1.5,,,CO,0.032,,,,
CO1801290008RANY1,RA,B72,Tetraconazole,L,0.071,0.001,M,LU,,,,O,805,52,0.2,,,CO,0.071,,,,
CO1801290008RANY1,RA,B61,Pyraclostrobin,F,0.0017,0.001,M,LU,,Q,,O,805,64,7,,,CO,0.0017,,,,
CO1801290008RANY1,RA,160,Chlorpyrifos,C,0.0017,0.001,M,GT,,Q,,O,805,35,0.01,,,CO,0.0017,,,,
CO1801290008RANY1,RA,B79,Trifloxystrobin,F,0.0039,0.001,M,LU,,,,O,805,52,5,,,CO,0.0039,,,,
CO1801290008RANY1,RA,930,Bifenthrin,O,0.0036,0.001,M,GT,,,,O,805,35,0.2,,,CO,0.0036,,,,
CO1801290008RANY1,RA,AHM,Spirotetramat,I,0.0025,0.0015,M,LU,,Q,,O,805,52,3,,,CO,0.0025,,,,
CO1801290008RANY1,RA,B57,Quinoxyfen,I,0.0056,0.0012,M,GT,,,,O,805,35,2,,,CO,0.0056,,,,
CO1801290008RANY1,RA,A58,Tebuconazole,L,0.004,0.001,M,LU,,,,O,805,52,5,,,CO,0.004,,,,
CO1801290008RANY1,RA,AFM,Flutriafol,L,0.023,0.001,M,LU,,,,O,805,64,2.4,,,CO,0.023,,,,
CO1801290008RANY1,RA,967,Imidacloprid,A,0.015,0.001,M,LU,,,,O,805,64,1.5,,,CO,0.015,,,,
CO1801290008RANY1,RA,B75,Boscalid,A,0.011,0.001,M,GT,,,,O,805,35,8.5,,,CO,0.011,,,,
CO1801290009RANY1,RA,AES,Methoxyfenozide,I,0.034,0.001,M,LU,,,,O,805,52,1.5,,,CO,0.034,,,,
CO1801290009RANY1,RA,B80,Acetamiprid,A,0.0017,0.001,M,LU,,Q,,O,805,52,0.35,,,CO,0.0017,,,,
CO1801290009RANY1,RA,B79,Trifloxystrobin,F,0.0017,0.001,M,LU,,Q,,O,805,52,5,,,CO,0.0017,,,,
CO1801290009RANY1,RA,B72,Tetraconazole,L,0.0017,0.001,M,LU,,Q,,O,805,52,0.2,,,CO,0.0017,,,,
CO1801290009RANY1,RA,B58,Difenoconazole,L,0.0017,0.001,M,LU,,Q,,O,805,52,6,,,CO,0.0017,,,,
CO1801290009RANY1,RA,B52,Buprofezin,F,0.0017,0.001,M,LU,,Q,,O,805,52,2.5,,,CO,0.0017,,,,
CO1801290009RANY1,RA,B57,Quinoxyfen,I,0.0046,0.0012,M,GT,,,,O,805,35,2,,,CO,0.0046,,,,
CO1801290009RANY1,RA,679,Myclobutanil,L,0.0099,0.001,M,LU,,,,O,805,52,10,,,CO,0.0099,,,,
CO1801290009RANY1,RA,967,Imidacloprid,A,0.0095,0.001,M,LU,,,,O,805,64,1.5,,,CO,0.0095,,,,
CO1801290009RANY1,RA,B48,Azoxystrobin,F,0.0077,0.001,M,LU,,,,O,805,64,2,,,CO,0.0077,,,,
CO1801290009RANY1,RA,AHS,Flubendiamide,I,0.0076,0.001,M,LU,,,,O,805,64,1.4,,,CO,0.0076,,,,
CO1801290009RANY1,RA,A58,Tebuconazole,L,0.0076,0.001,M,LU,,,,O,805,52,5,,,CO,0.0076,,,,
CO1801290009RANY1,RA,AHM,Spirotetramat,I,0.0057,0.0015,M,LU,,,,O,805,52,3,,,CO,0.0057,,,,
CO1801290009RANY1,RA,AFM,Flutriafol,L,0.0052,0.001,M,LU,,,,O,805,64,2.4,,,CO,0.0052,,,,
CO1801290009RANY1,RA,930,Bifenthrin,O,0.0051,0.001,M,GT,,,,O,805,35,0.2,,,CO,0.0051,,,,
CO1801290009RANY1,RA,B61,Pyraclostrobin,F,0.025,0.001,M,LU,,,,O,805,64,7,,,CO,0.025,,,,
CO1801290009RANY1,RA,AGW,Chlorantraniliprole,I,0.017,0.0015,M,LU,,,E,O,805,52,5,,,CO,0.017,,,,
CO1801080007OLCA1,OL,223,Permethrin trans,O,0.0054,0.0025,M,GT,,V,,O,805,35,NT,,,CO,0.0054,,,,
CO1801080007PDWA1,PD,AES,Methoxyfenozide,I,0.0067,0.0033,M,LU,,,,O,805,64,0.3,,,CO,0.0067,,,,
CO1801220009PDWA1,PD,B10,Hexythiazox,A,0.012,0.002,M,LU,,,,O,805,64,1.3,,,CO,0.012,,,,
CO1801290008RANY1,RA,AES,Methoxyfenozide,I,0.048,0.001,M,LU,,,,O,805,52,1.5,,,CO,0.048,,,,
CO1801290009RANY1,RA,B75,Boscalid,A,0.078,0.001,M,GT,,,,O,805,35,8.5,,,CO,0.078,,,,
CO1801220012SWMI1,SW,157,Thiabendazole,B,0.65,0.005,M,LU,,,,O,805,52,10,,,CO,0.65,,,,
CO1801220012SWMI1,SW,144,Dicloran,A,1.1,0.02,M,GT,,,,O,805,35,10,,,CO,1.1,,,,
CO1801290007WFCA1,WF,562,Pirimiphos methyl,C,0.0088,0.0012,M,LU,,V,,O,805,52,NT,,,CO,0.0088,,,,
CO1801160017MATX1,MA,157,Thiabendazole,B,0.18,0.005,M,LU,,,,O,805,52,10,,,CO,0.18,,,,
CO1801160017GKOH1,GK,134,DCPA,A,0.1457,0.001,M,GT,,,,O,805,35,5,,,CO,0.1457,,,,
