Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm),,,Pesticide Data Table in 2022,,
CA2201260635MUNY1,MU,157,Thiabendazole,B,0.003,0.003,M,HR,CA,,,O,805,80,40,,CA,,,
CA2201260665MUNY1,MU,157,Thiabendazole,B,0.94,0.003,M,HR,CA,,,O,805,80,40,,CA,,,
CA2201260672MUNY1,MU,157,Thiabendazole,B,0.003,0.003,M,HR,CA,,,O,805,80,40,,CA,,,
CA2201100570BZWA1P,BZ,AKG,Fluopyram,A,0.05,0.005,M,LU,CA,,,O,805,52,7,,CA,,,
CA2201100570BZWA1P,BZ,930,Bifenthrin,O,0.12,0.002,M,GT,CA,,,O,805,35,1.8,,CA,,,
CA2201100570BZWA1P,BZ,607,Metalaxyl/Mefenoxam,F,0.0023,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2201100570BZWA1P,BZ,B80,Acetamiprid,A,0.0038,0.0015,M,LU,CA,,,O,805,52,1.6,,CA,,,
CA2201100570BZWA1P,BZ,B22,Cyprodinil,V,0.026,0.005,M,LU,CA,,,O,805,52,5,,CA,,,
CA2201100570BZWA1P,BZ,597,Cypermethrin,O,0.021,0.01,M,GT,CA,,,O,805,35,0.8,,CA,,,
CA2201100545BBWA1,BB,624,Tetrahydrophthalimide (THPI),A,0.074,0.01,M,GT,CA,,P,O,805,35,20.0 TP,,CA,,,
CA2201180496GROH1,GR,B22,Cyprodinil,V,0.3779,0.005,M,LU,CA,,,O,805,52,3,,CA,,,
CA2201180542GROH1P,GR,967,Imidacloprid,A,0.1951,0.02,M,LU,CA,,,O,805,52,1,,CA,,,
CA2201180566GROH1P,GR,B48,Azoxystrobin,F,0.0161,0.002,M,LU,CA,,,O,805,52,2,,CA,,,
CA2201180621GROH1P,GR,AKG,Fluopyram,A,0.019,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2201180646GROH1,GR,B58,Difenoconazole,L,0.0122,0.001,M,LU,CA,,,O,805,52,3,,CA,,,
CA2201180496GROH1,GR,A58,Tebuconazole,L,0.0262,0.002,M,LU,CA,,,O,805,52,6,,CA,,,
CA2201180496GROH1,GR,B58,Difenoconazole,L,0.0193,0.001,M,LU,CA,,,O,805,52,3,,CA,,,
CA2201180496GROH1,GR,B23,Fludioxonil,A,0.0919,0.01,M,LU,CA,,,O,805,52,2,,CA,,,
CA2201180496GROH1,GR,B75,Boscalid,A,0.0668,0.005,M,LU,CA,,,O,805,52,5,,CA,,,
CA2201180496GROH1,GR,B57,Quinoxyfen,I,0.0388,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2201180542GROH1P,GR,B75,Boscalid,A,0.1716,0.005,M,LU,CA,,,O,805,52,5,,CA,,,
CA2201180542GROH1P,GR,B22,Cyprodinil,V,0.1361,0.005,M,LU,CA,,,O,805,52,3,,CA,,,
CA2201180542GROH1P,GR,B79,Trifloxystrobin,F,0.0017,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2201180542GROH1P,GR,A58,Tebuconazole,L,0.0033,0.002,M,LU,CA,,,O,805,52,6,,CA,,,
CA2201180542GROH1P,GR,ANF,Metrafenone,I,0.0072,0.005,M,LU,CA,,,O,805,52,4.5,,CA,,,
CA2201180542GROH1P,GR,B58,Difenoconazole,L,0.0041,0.001,M,LU,CA,,,O,805,52,3,,CA,,,
CA2201180542GROH1P,GR,B85,Spirodiclofen,I,0.0172,0.004,M,LU,CA,,,O,805,52,2,,CA,,,
CA2201180542GROH1P,GR,B23,Fludioxonil,A,0.0285,0.01,M,LU,CA,,,O,805,52,2,,CA,,,
CA2201180542GROH1P,GR,B16,Pyrimethanil,V,1.0039,0.004,M,LU,CA,,,O,805,52,5,,CA,,,
CA2201180566GROH1P,GR,B16,Pyrimethanil,V,0.01,0.004,M,LU,CA,,,O,805,52,5,,CA,,,
CA2201180566GROH1P,GR,B75,Boscalid,A,0.0548,0.005,M,LU,CA,,,O,805,52,5,,CA,,,
CA2201180566GROH1P,GR,679,Myclobutanil,L,0.0195,0.008,M,LU,CA,,,O,805,52,1,,CA,,,
CA2201180566GROH1P,GR,B61,Pyraclostrobin,F,0.0183,0.005,M,LU,CA,,,O,805,52,2,,CA,,,
CA2201180621GROH1P,GR,B75,Boscalid,A,0.0991,0.005,M,LU,CA,,,O,805,52,5,,CA,,,
CA2201180621GROH1P,GR,A58,Tebuconazole,L,0.0694,0.002,M,LU,CA,,,O,805,52,6,,CA,,,
CA2201180621GROH1P,GR,B58,Difenoconazole,L,0.0014,0.001,M,LU,CA,,,O,805,52,3,,CA,,,
CA2201180621GROH1P,GR,B57,Quinoxyfen,I,0.003,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2201180621GROH1P,GR,B16,Pyrimethanil,V,0.0093,0.004,M,LU,CA,,,O,805,52,5,,CA,,,
CA2201180621GROH1P,GR,679,Myclobutanil,L,0.0091,0.008,M,LU,CA,,,O,805,52,1,,CA,,,
CA2201180621GROH1P,GR,AGY,Spinetoram,I,0.0077,0.005,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2201180646GROH1,GR,B75,Boscalid,A,0.154,0.005,M,LU,CA,,,O,805,52,5,,CA,,,
CA2201180646GROH1,GR,A58,Tebuconazole,L,0.0541,0.002,M,LU,CA,,,O,805,52,6,,CA,,,
CA2201180646GROH1,GR,679,Myclobutanil,L,0.0166,0.008,M,LU,CA,,,O,805,52,1,,CA,,,
CA2201050268PCFL1,PC,B23,Fludioxonil,A,1.7,0.005,M,GT,CA,,,O,P90,35,5,,CA,,,
CA2201050268PCFL1,PC,A58,Tebuconazole,L,0.5,0.005,M,GT,CA,,,O,P90,35,2,,CA,,,
CA2201050268PCFL1,PC,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.011,0.0075,M,GT,CA,,,O,P90,35,0.5,,CA,,,
CA2201050268PCFL1,PC,B16,Pyrimethanil,V,0.0071,0.0025,M,LU,CA,,,O,P90,52,10,,CA,,,
CA2201050268PCFL1,PC,679,Myclobutanil,L,0.019,0.005,M,GT,CA,,,O,P90,35,2,,CA,,,
CA2201050268PCFL1,PC,B80,Acetamiprid,A,0.048,0.01,M,LU,CA,,,O,P90,52,1.5,,CA,,,
CA2201050390PCFL1U,PC,B23,Fludioxonil,A,0.61,0.005,M,GT,CA,,,O,P90,35,5,,CA,,,
CA2201050584PCFL1V,PC,B23,Fludioxonil,A,0.8,0.005,M,GT,CA,,,O,P90,35,5,,CA,,,
CA2201050268WMTX1P,WM,B22,Cyprodinil,V,0.0079,0.005,M,GT,CA,,,O,805,35,0.7,,CA,,,
CA2201100614BBWA1,BB,AES,Methoxyfenozide,I,0.028,0.0033,M,LU,CA,,,O,805,52,3,,CA,,,
CA2201240469CEFL1,CE,B48,Azoxystrobin,F,0.0086,0.002,M,LU,CA,,,O,P90,52,30,,CA,,,
CA2201100614BBWA1,BB,624,Tetrahydrophthalimide (THPI),A,0.52,0.01,M,GT,CA,,P,O,805,35,20.0 TP,,CA,,,
CA2201100614BBWA1,BB,597,Cypermethrin,O,0.21,0.01,M,GT,CA,,,O,805,35,0.8,,CA,,,
CA2201100614BBWA1,BB,B75,Boscalid,A,0.0054,0.0033,M,LU,CA,,,O,805,52,13,,CA,,,
CA2201030216GBCA1,GB,170,Methamidophos,C,0.4,0.0013,M,LU,CA,X,,O,805,52,0.02 TP,,CA,,,
CA2201030216GBCA1,GB,204,Acephate,C,1,0.005,M,LU,CA,X,,O,805,52,0.02 FF,,CA,,,
CA2201030216GBCA1,GB,930,Bifenthrin,O,0.0079,0.0013,M,GT,CA,,,O,805,35,0.6,,CA,,,
CA2201030216GBCA1,GB,AEP,Clothianidin,F,0.0048,0.0013,M,LU,CA,,,O,805,52,0.02 TP,,CA,,,
CA2201030216GBCA1,GB,B52,Buprofezin,F,0.018,0.0013,M,LU,CA,,,O,805,52,0.02,,CA,,,
CA2201030216GBCA1,GB,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.01,0.0025,M,GT,CA,,,O,805,35,0.2,,CA,,,
CA2201030546GBCA1,GB,AEP,Clothianidin,F,0.0047,0.0013,M,LU,CA,,,O,805,52,0.02 TP,,CA,,,
CA2201030546GBCA1,GB,144,Dicloran,A,0.049,0.0013,M,GT,CA,,,O,805,35,20 IT,,CA,,,
CA2201030606GBCA1P,GB,930,Bifenthrin,O,0.051,0.0013,M,GT,CA,,,O,805,35,0.6,,CA,,,
CA2201030606GBCA1P,GB,204,Acephate,C,0.39,0.005,M,LU,CA,X,,O,805,52,0.02 FF,,CA,,,
CA2201030606GBCA1P,GB,AKG,Fluopyram,A,0.0014,0.0013,M,LU,CA,,,O,805,52,4,,CA,,,
CA2201030606GBCA1P,GB,B52,Buprofezin,F,0.0033,0.0013,M,LU,CA,,,O,805,52,0.02,,CA,,,
CA2201030606GBCA1P,GB,AEP,Clothianidin,F,0.0024,0.0013,M,LU,CA,,,O,805,52,0.02 TP,,CA,,,
CA2201030606GBCA1P,GB,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.0095,0.0025,M,GT,CA,,,O,805,35,0.2,,CA,,,
CA2201030606GBCA1P,GB,666,Carbendazim (MBC),B,0.0088,0.0013,M,LU,CA,,,O,805,52,2.0 TP,,CA,,,
CA2201030651GBCA1,GB,144,Dicloran,A,0.039,0.0013,M,GT,CA,,,O,805,35,20 IT,,CA,,,
CA2201030651GBCA1,GB,666,Carbendazim (MBC),B,0.08,0.0013,M,LU,CA,,,O,805,52,2.0 TP,,CA,,,
CA2201180149SSCA1,SS,G03,Pydiflumetofen,A,0.03,0.0013,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2201180149SSCA1,SS,967,Imidacloprid,A,0.016,0.0025,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2201180149SSCA1,SS,930,Bifenthrin,O,0.0014,0.0013,M,GT,CA,,,O,805,35,0.4,,CA,,,
CA2201180149SSCA1,SS,AKC,Ametoctradin,F,0.004,0.0013,M,LU,CA,,E,O,805,52,3,,CA,,,
CA2201180493SSCA1,SS,G03,Pydiflumetofen,A,0.032,0.0013,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2201180493SSCA1,SS,AKC,Ametoctradin,F,0.027,0.0013,M,LU,CA,,E,O,805,52,3,,CA,,,
CA2201180493SSCA1,SS,930,Bifenthrin,O,0.0014,0.0013,M,GT,CA,,,O,805,35,0.4,,CA,,,
CA2201180493SSCA1,SS,967,Imidacloprid,A,0.0064,0.0025,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2201180493SSCA1,SS,ALS,Sulfoxaflor,F,0.0098,0.0025,M,LU,CA,,,O,805,52,0.4,,CA,,,
CA2201180521SSCA1,SS,AFM,Flutriafol,L,0.023,0.0013,M,LU,CA,,,O,805,52,0.3,,CA,,,
CA2201180521SSCA1,SS,164,Chlorothalonil,A,0.12,0.04,M,GT,CA,,P,O,805,35,5,,CA,,,
CA2201180521SSCA1,SS,B58,Difenoconazole,L,0.0044,0.0013,M,GT,CA,,,O,805,35,0.7,,CA,,,
CA2201180521SSCA1,SS,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.015,0.0025,M,GT,CA,,,O,805,35,0.05,,CA,,,
CA2201180521SSCA1,SS,AFO,Dinotefuran,A,0.007,0.0025,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2201180521SSCA1,SS,B43,Thiamethoxam,A,0.0068,0.0013,M,LU,CA,,,O,805,52,0.2,,CA,,,
CA2201180521SSCA1,SS,967,Imidacloprid,A,0.042,0.0025,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2201180521SSCA1,SS,B48,Azoxystrobin,F,0.034,0.0013,M,LU,CA,,,O,805,52,0.3,,CA,,,
CA2201180566SSCA1P,SS,B48,Azoxystrobin,F,0.017,0.0013,M,LU,CA,,,O,805,52,0.3,,CA,,,
CA2201180566SSCA1P,SS,967,Imidacloprid,A,0.073,0.0025,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2201180566SSCA1P,SS,B58,Difenoconazole,L,0.0013,0.0013,M,GT,CA,,,O,805,35,0.7,,CA,,,
CA2201180566SSCA1P,SS,AOK,Imidacloprid olefin,A,0.0016,0.0013,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2201180566SSCA1P,SS,AHF,Imidacloprid urea,A,0.0021,0.0013,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2201180566SSCA1P,SS,AFO,Dinotefuran,A,0.01,0.0025,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2201180566SSCA1P,SS,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.0077,0.0025,M,GT,CA,,,O,805,35,0.05,,CA,,,
CA2201180566SSCA1P,SS,B43,Thiamethoxam,A,0.0069,0.0013,M,LU,CA,,,O,805,52,0.2,,CA,,,
CA2201180602SSCA1,SS,967,Imidacloprid,A,0.014,0.0025,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2201180602SSCA1,SS,G03,Pydiflumetofen,A,0.034,0.0013,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2201180637SSCA1A,SS,B16,Pyrimethanil,V,0.051,0.005,M,LU,CA,V,,O,805,52,NT,,CA,,,
CA2201180646SSCA1,SS,AFO,Dinotefuran,A,0.01,0.0025,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2201180646SSCA1,SS,967,Imidacloprid,A,0.052,0.0025,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2201180646SSCA1,SS,AHF,Imidacloprid urea,A,0.0015,0.0013,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2201180646SSCA1,SS,B48,Azoxystrobin,F,0.0046,0.0013,M,LU,CA,,,O,805,52,0.3,,CA,,,
CA2201180646SSCA1,SS,B43,Thiamethoxam,A,0.0039,0.0013,M,LU,CA,,,O,805,52,0.2,,CA,,,
CA2201180646SSCA1,SS,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.0033,0.0025,M,GT,CA,,,O,805,35,0.05,,CA,,,
CA2201180646SSCA1,SS,B80,Acetamiprid,A,0.0032,0.0013,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2201260043TONY1,TO,AHT,Fluopicolide,A,0.004,0.001,M,HR,CA,,,O,805,80,1.6,,CA,,,
CA2201260043TONY1,TO,ANE,Flupyradifurone,I,0.016,0.003,M,HR,CA,,,O,805,80,1.5,,CA,,,
CA2201260043TONY1,TO,B52,Buprofezin,F,0.0017,0.001,M,HR,CA,Q,,O,805,80,2,,CA,,,
CA2201260043TONY1,TO,AKG,Fluopyram,A,0.0017,0.001,M,HR,CA,Q,,O,805,80,1,,CA,,,
CA2201260043TONY1,TO,808,Fenpropathrin,O,0.0037,0.0022,M,GT,CA,Q,,O,805,35,1,,CA,,,
CA2201260043TONY1,TO,B43,Thiamethoxam,A,0.0025,0.0015,M,HR,CA,Q,,O,805,80,0.25,,CA,,,
CA2201260043TONY1,TO,AEP,Clothianidin,F,0.0025,0.0015,M,HR,CA,Q,,O,805,80,0.25 TP,,CA,,,
CA2201260043TONY1,TO,AGG,Flonicamid,A,0.008,0.001,M,HR,CA,,,O,805,80,0.4,,CA,,,
CA2201260043TONY1,TO,114,Chlorpropham,E,0.0067,0.001,M,GT,CA,V,,O,805,35,NT,,CA,,,
CA2201260082TONY1A,TO,B58,Difenoconazole,L,0.019,0.001,M,HR,CA,,,O,805,80,0.6,,CA,,,
CA2201260082TONY1A,TO,B22,Cyprodinil,V,0.046,0.001,M,GT,CA,,,O,805,35,1.5,,CA,,,
CA2201260082TONY1A,TO,B48,Azoxystrobin,F,0.0017,0.001,M,HR,CA,Q,,O,805,80,0.2,,CA,,,
CA2201260082TONY1A,TO,AGG,Flonicamid,A,0.0017,0.001,M,HR,CA,Q,,O,805,80,0.4,,CA,,,
CA2201260082TONY1A,TO,83,O-Phenylphenol,I,0.0036,0.001,M,GT,CA,,,O,805,35,10 PH,,CA,,,
CA2201260082TONY1A,TO,AKG,Fluopyram,A,0.01,0.001,M,HR,CA,,,O,805,80,1,,CA,,,
CA2201260082TONY1A,TO,B13,Chlorfenapyr,A,0.031,0.0022,M,GT,CA,,,O,805,35,2,,CA,,,
CA2201260082TONY1B,TO,AGG,Flonicamid,A,0.005,0.001,M,HR,CA,,,O,805,80,0.4,,CA,,,
CA2201260082TONY1B,TO,AHT,Fluopicolide,A,0.004,0.001,M,HR,CA,,,O,805,80,1.6,,CA,,,
CA2201260082TONY1B,TO,B58,Difenoconazole,L,0.0017,0.001,M,HR,CA,Q,,O,805,80,0.6,,CA,,,
CA2201260082TONY1B,TO,AKG,Fluopyram,A,0.0017,0.001,M,HR,CA,Q,,O,805,80,1,,CA,,,
CA2201260082TONY1B,TO,B43,Thiamethoxam,A,0.0025,0.0015,M,HR,CA,Q,,O,805,80,0.25,,CA,,,
CA2201260082TONY1B,TO,AEP,Clothianidin,F,0.0025,0.0015,M,HR,CA,Q,,O,805,80,0.25 TP,,CA,,,
CA2201260082TONY1B,TO,ANE,Flupyradifurone,I,0.009,0.003,M,HR,CA,,,O,805,80,1.5,,CA,,,
CA2201260140TONY1,TO,ANE,Flupyradifurone,I,0.006,0.003,M,HR,CA,,,O,805,80,1.5,,CA,,,
CA2201260140TONY1,TO,AKG,Fluopyram,A,0.02,0.001,M,HR,CA,,,O,805,80,1,,CA,,,
CA2201260140TONY1,TO,B77,Dimethomorph,W,0.0017,0.001,M,HR,CA,Q,,O,805,80,1.5,,CA,,,
CA2201260140TONY1,TO,AGJ,Fluoxastrobin,F,0.0017,0.001,M,HR,CA,Q,,O,805,80,1,,CA,,,
CA2201260140TONY1,TO,930,Bifenthrin,O,0.0017,0.001,M,GT,CA,Q,,O,805,35,0.3,,CA,,,
CA2201260140TONY1,TO,967,Imidacloprid,A,0.004,0.001,M,HR,CA,,,O,805,80,1,,CA,,,
CA2201260140TONY1,TO,ALS,Sulfoxaflor,F,0.01,0.004,M,HR,CA,,,O,805,80,0.7,,CA,,,
CA2201260140TONY1,TO,AFO,Dinotefuran,A,0.01,0.006,M,HR,CA,Q,,O,805,80,0.7,,CA,,,
CA2201260344TONY1,TO,ANE,Flupyradifurone,I,0.017,0.003,M,HR,CA,,,O,805,80,1.5,,CA,,,
CA2201260344TONY1,TO,808,Fenpropathrin,O,0.016,0.0022,M,GT,CA,,,O,805,35,1,,CA,,,
CA2201260344TONY1,TO,B52,Buprofezin,F,0.0017,0.001,M,HR,CA,Q,,O,805,80,2,,CA,,,
CA2201260344TONY1,TO,AHT,Fluopicolide,A,0.0017,0.001,M,HR,CA,Q,,O,805,80,1.6,,CA,,,
CA2201260344TONY1,TO,B58,Difenoconazole,L,0.003,0.001,M,HR,CA,,,O,805,80,0.6,,CA,,,
CA2201260344TONY1,TO,B43,Thiamethoxam,A,0.0025,0.0015,M,HR,CA,Q,,O,805,80,0.25,,CA,,,
CA2201260344TONY1,TO,AGG,Flonicamid,A,0.009,0.001,M,HR,CA,,,O,805,80,0.4,,CA,,,
CA2201260344TONY1,TO,ALS,Sulfoxaflor,F,0.006,0.004,M,HR,CA,,,O,805,80,0.7,,CA,,,
CA2201260548TONY1A,TO,AKG,Fluopyram,A,0.015,0.001,M,HR,CA,,,O,805,80,1,,CA,,,
CA2201260548TONY1A,TO,ANE,Flupyradifurone,I,0.038,0.003,M,HR,CA,,,O,805,80,1.5,,CA,,,
CA2201260548TONY1A,TO,AGW,Chlorantraniliprole,I,0.0025,0.0015,M,HR,CA,Q,,O,805,80,1.4,,CA,,,
CA2201260548TONY1A,TO,AHT,Fluopicolide,A,0.005,0.001,M,HR,CA,,,O,805,80,1.6,,CA,,,
CA2201260548TONY1B,TO,ANE,Flupyradifurone,I,0.012,0.003,M,HR,CA,,,O,805,80,1.5,,CA,,,
CA2201260548TONY1B,TO,AGX,Mandipropamid,N,0.012,0.003,M,HR,CA,,,O,805,80,1,,CA,,,
CA2201260548TONY1B,TO,B52,Buprofezin,F,0.0017,0.001,M,HR,CA,Q,,O,805,80,2,,CA,,,
CA2201260548TONY1B,TO,AKG,Fluopyram,A,0.0017,0.001,M,HR,CA,Q,,O,805,80,1,,CA,,,
CA2201260548TONY1B,TO,B43,Thiamethoxam,A,0.0025,0.0015,M,HR,CA,Q,,O,805,80,0.25,,CA,,,
CA2201260548TONY1B,TO,AEP,Clothianidin,F,0.0025,0.0015,M,HR,CA,Q,,O,805,80,0.25 TP,,CA,,,
CA2201260548TONY1B,TO,AGG,Flonicamid,A,0.011,0.001,M,HR,CA,,,O,805,80,0.4,,CA,,,
CA2201260548TONY1B,TO,AEW,Famoxadone,F,0.0075,0.0075,M,GT,CA,,,O,805,35,1,,CA,,,
CA2201260548TONY1B,TO,ALS,Sulfoxaflor,F,0.005,0.004,M,HR,CA,,,O,805,80,0.7,,CA,,,
CA2201260548TONY1B,TO,B58,Difenoconazole,L,0.004,0.001,M,HR,CA,,,O,805,80,0.6,,CA,,,
CA2201260572TONY1,TO,B48,Azoxystrobin,F,0.0017,0.001,M,HR,CA,Q,,O,805,80,0.2,,CA,,,
CA2201260598TONY1,TO,B58,Difenoconazole,L,0.022,0.001,M,HR,CA,,,O,805,80,0.6,,CA,,,
CA2201260598TONY1,TO,B22,Cyprodinil,V,0.044,0.001,M,GT,CA,,,O,805,35,1.5,,CA,,,
CA2201260598TONY1,TO,114,Chlorpropham,E,0.0017,0.001,M,GT,CA,QV,,O,805,35,NT,,CA,,,
CA2201260598TONY1,TO,83,O-Phenylphenol,I,0.0017,0.001,M,GT,CA,Q,,O,805,35,10 PH,,CA,,,
CA2201260598TONY1,TO,B48,Azoxystrobin,F,0.008,0.001,M,HR,CA,,,O,805,80,0.2,,CA,,,
CA2201260598TONY1,TO,AGW,Chlorantraniliprole,I,0.007,0.0015,M,HR,CA,,,O,805,80,1.4,,CA,,,
CA2201260613TONY1,TO,AFO,Dinotefuran,A,0.01,0.006,M,HR,CA,Q,,O,805,80,0.7,,CA,,,
CA2201260613TONY1,TO,AGJ,Fluoxastrobin,F,0.027,0.001,M,HR,CA,,,O,805,80,1,,CA,,,
CA2201260613TONY1,TO,AHT,Fluopicolide,A,0.0017,0.001,M,HR,CA,Q,,O,805,80,1.6,,CA,,,
CA2201260635TONY1,TO,B48,Azoxystrobin,F,0.01,0.001,M,HR,CA,,,O,805,80,0.2,,CA,,,
CA2201260635TONY1,TO,AKG,Fluopyram,A,0.03,0.001,M,HR,CA,,,O,805,80,1,,CA,,,
CA2201260635TONY1,TO,B77,Dimethomorph,W,0.0017,0.001,M,HR,CA,Q,,O,805,80,1.5,,CA,,,
CA2201260635TONY1,TO,AGJ,Fluoxastrobin,F,0.0017,0.001,M,HR,CA,Q,,O,805,80,1,,CA,,,
CA2201260635TONY1,TO,930,Bifenthrin,O,0.0017,0.001,M,GT,CA,Q,,O,805,35,0.3,,CA,,,
CA2201260635TONY1,TO,967,Imidacloprid,A,0.0038,0.001,M,HR,CA,,,O,805,80,1,,CA,,,
CA2201260635TONY1,TO,B16,Pyrimethanil,V,0.003,0.001,M,HR,CA,,,O,805,80,0.5,,CA,,,
CA2201260635TONY1,TO,AGW,Chlorantraniliprole,I,0.009,0.0015,M,HR,CA,,,O,805,80,1.4,,CA,,,
CA2201260635TONY1,TO,ALS,Sulfoxaflor,F,0.008,0.004,M,HR,CA,,,O,805,80,0.7,,CA,,,
CA2201260635TONY1,TO,255,Cyromazine,F,0.008,0.008,M,HR,CA,,P,O,805,80,1,,CA,,,
CA2201260665TONY1,TO,ABB,Spinosad,I,0.006,0.003,M,HR,CA,,,O,805,80,0.4,,CA,,,
CA2201260665TONY1,TO,967,Imidacloprid,A,0.069,0.001,M,HR,CA,,,O,805,80,1,,CA,,,
CA2201260672TONY1,TO,AGX,Mandipropamid,N,0.011,0.003,M,HR,CA,,,O,805,80,1,,CA,,,
CA2201260672TONY1,TO,666,Carbendazim (MBC),B,0.02,0.001,M,HR,CA,V,,O,805,80,NT,,CA,,,
CA2201260672TONY1,TO,B75,Boscalid,A,0.0075,0.001,M,GT,CA,,,O,805,35,3,,CA,,,
CA2201030062GBCA1,GB,114,Chlorpropham,E,0.0015,0.0013,M,GT,CA,V,,O,805,35,NT,,CA,,,
CA2201030064GBCA1,GB,666,Carbendazim (MBC),B,0.0058,0.0013,M,LU,CA,,,O,805,52,2.0 TP,,CA,,,
CA2201030081GBCA1,GB,666,Carbendazim (MBC),B,0.046,0.0013,M,LU,CA,,,O,805,52,2.0 TP,,CA,,,
CA2201030136GBCA1A,GB,930,Bifenthrin,O,0.016,0.0013,M,GT,CA,,,O,805,35,0.6,,CA,,,
CA2201030136GBCA1B,GB,930,Bifenthrin,O,0.014,0.0013,M,GT,CA,,,O,805,35,0.6,,CA,,,
CA2201030216GBCA1,GB,666,Carbendazim (MBC),B,0.025,0.0013,M,LU,CA,,,O,805,52,2.0 TP,,CA,,,
CA2201030230GBCA1P,GB,144,Dicloran,A,0.036,0.0013,M,GT,CA,,,O,805,35,20 IT,,CA,,,
CA2201030546GBCA1,GB,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.003,0.0025,M,GT,CA,,,O,805,35,0.2,,CA,,,
CA2201030550GBCA1,GB,666,Carbendazim (MBC),B,0.061,0.0013,M,LU,CA,,,O,805,52,2.0 TP,,CA,,,
CA2201030606GBCA1P,GB,170,Methamidophos,C,0.13,0.0013,M,LU,CA,X,,O,805,52,0.02 TP,,CA,,,
CA2201030607GBCA1,GB,930,Bifenthrin,O,0.014,0.0013,M,GT,CA,,,O,805,35,0.6,,CA,,,
CA2201030651GBCA1,GB,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.011,0.0025,M,GT,CA,,,O,805,35,0.2,,CA,,,
CA2201260548MUNY1A,MU,70,Piperonyl butoxide,I,0.0025,0.0015,M,GT,CA,Q,,O,805,35,10 FF,,CA,,,
CA2201180149SSCA1,SS,AFO,Dinotefuran,A,0.0028,0.0025,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2201180486SSCA1,SS,967,Imidacloprid,A,0.0042,0.0025,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2201180493SSCA1,SS,AFO,Dinotefuran,A,0.049,0.0025,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2201180521SSCA1,SS,B80,Acetamiprid,A,0.033,0.0013,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2201180566SSCA1P,SS,AFM,Flutriafol,L,0.023,0.0013,M,LU,CA,,,O,805,52,0.3,,CA,,,
CA2201180602SSCA1,SS,930,Bifenthrin,O,0.0024,0.0013,M,GT,CA,,,O,805,35,0.4,,CA,,,
CA2201180621SSCA1,SS,930,Bifenthrin,O,0.0021,0.0013,M,GT,CA,,,O,805,35,0.4,,CA,,,
CA2201180637SSCA1A,SS,967,Imidacloprid,A,0.0041,0.0025,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2201180646SSCA1,SS,AFM,Flutriafol,L,0.012,0.0013,M,LU,CA,,,O,805,52,0.3,,CA,,,
CA2201260043TONY1,TO,B58,Difenoconazole,L,0.004,0.001,M,HR,CA,,,O,805,80,0.6,,CA,,,
CA2201260082TONY1A,TO,ANE,Flupyradifurone,I,0.02,0.003,M,HR,CA,,,O,805,80,1.5,,CA,,,
CA2201260082TONY1B,TO,AGX,Mandipropamid,N,0.005,0.003,M,HR,CA,Q,,O,805,80,1,,CA,,,
CA2201260140TONY1,TO,AGW,Chlorantraniliprole,I,0.008,0.0015,M,HR,CA,,,O,805,80,1.4,,CA,,,
